bairro,tipo,quartos,banheiros,vagas,area,valor_aluguel
Tatuapé,apto,1,1,0,46.8,4069
Butantã,casa,3,2,1,64.9,6950
Vila Mariana,apto,2,1,0,80.0,6413
Vila Mariana,apto,3,1,0,66.6,6937
Itaim Bibi,casa,3,1,0,49.4,8404
Pinheiros,kitnet,1,1,2,54.4,5793
Tatuapé,kitnet,2,1,2,80.3,6903
Itaim Bibi,apto,2,1,0,38.2,5764
Tatuapé,apto,2,2,0,41.1,4375
Moema,casa,1,1,2,72.0,6676
Itaim Bibi,casa,2,1,2,51.2,7971
Moema,kitnet,2,2,2,30.9,6117
Itaim Bibi,kitnet,1,1,0,87.0,6853
Moema,casa,1,1,1,38.0,4252
Pinheiros,apto,1,1,0,56.0,5656
Tatuapé,apto,3,1,1,47.6,6226
Pinheiros,apto,3,1,0,54.0,7250
Butantã,casa,2,2,0,42.3,5319
Tatuapé,apto,2,1,1,74.3,6000
Moema,apto,1,2,2,62.2,7726
Moema,kitnet,1,1,1,79.7,7482
Tatuapé,kitnet,3,2,2,47.8,6478
Vila Mariana,casa,1,1,2,102.7,6255
Vila Mariana,kitnet,1,1,2,21.9,4197
Moema,kitnet,3,1,0,28.3,6605
Vila Mariana,kitnet,2,2,0,95.1,6783
Itaim Bibi,kitnet,1,2,1,69.5,6031
Pinheiros,apto,2,1,2,66.8,5817
Itaim Bibi,kitnet,3,1,2,68.6,8743
Moema,kitnet,2,1,2,71.4,8467
Tatuapé,kitnet,2,2,0,66.0,5187
Pinheiros,casa,2,1,1,40.7,7932
Moema,kitnet,2,2,0,76.4,6955
Itaim Bibi,kitnet,3,1,0,73.2,8452
Vila Mariana,kitnet,1,1,0,88.6,6790
Pinheiros,kitnet,1,2,2,95.3,8211
Tatuapé,kitnet,1,1,0,66.6,4622
Pinheiros,casa,2,1,1,35.4,6420
Vila Mariana,kitnet,2,1,2,95.5,7308
Moema,casa,2,2,2,39.6,8519
Tatuapé,kitnet,3,1,1,66.8,6829
Tatuapé,kitnet,2,1,1,54.9,4064
Itaim Bibi,kitnet,1,2,1,51.4,6999
Butantã,casa,2,2,2,75.3,5021
Pinheiros,casa,2,1,2,64.9,7964
Moema,apto,2,1,1,70.3,7587
Pinheiros,casa,2,2,1,43.7,7290
Pinheiros,casa,3,1,1,56.5,6808
Vila Mariana,casa,1,1,1,44.6,3253
Tatuapé,kitnet,1,2,2,56.0,6890
Butantã,kitnet,2,2,0,57.6,5234
Itaim Bibi,apto,1,1,2,96.9,7206
Tatuapé,casa,1,2,1,54.8,5361
Itaim Bibi,kitnet,2,2,0,20.0,7829
Vila Mariana,kitnet,2,2,0,87.9,6675
Butantã,kitnet,2,1,1,69.0,5290
Butantã,kitnet,1,2,0,57.4,4612
Pinheiros,kitnet,3,2,0,51.3,5949
Moema,kitnet,2,2,0,41.1,6079
Itaim Bibi,casa,1,2,2,98.8,9888
Moema,apto,1,1,2,61.0,6625
Butantã,casa,1,1,0,25.2,2387
Butantã,kitnet,2,1,2,66.6,5235
Moema,apto,2,2,1,84.1,9082
Pinheiros,kitnet,2,1,2,63.1,5113
Moema,casa,2,1,0,42.0,6463
Vila Mariana,kitnet,3,1,0,40.2,7675
Moema,apto,3,1,0,41.7,8574
Tatuapé,kitnet,2,2,2,90.4,6972
Moema,casa,3,2,1,58.6,9210
Vila Mariana,casa,3,1,0,26.4,6338
Vila Mariana,casa,3,2,2,67.7,7430
Itaim Bibi,casa,1,1,2,62.8,7724
Pinheiros,kitnet,2,2,1,51.0,7862
Vila Mariana,apto,2,2,2,39.6,4977
Butantã,kitnet,1,1,0,38.7,3923
Pinheiros,kitnet,1,1,1,81.7,6541
Moema,apto,2,2,2,65.0,8031
Vila Mariana,apto,2,2,1,69.6,6599
Pinheiros,casa,3,2,0,64.9,7432
Moema,kitnet,3,1,2,66.6,8549
Tatuapé,kitnet,1,1,2,50.6,5114
Vila Mariana,kitnet,3,2,2,55.9,7558
Pinheiros,kitnet,2,2,1,83.3,7257
Pinheiros,casa,2,2,0,88.3,6577
Tatuapé,casa,3,1,0,35.6,4189
Butantã,apto,2,1,2,55.8,5484
Vila Mariana,casa,1,2,2,76.8,5839
Vila Mariana,apto,1,2,0,97.6,7186
Moema,apto,2,2,1,95.6,8913
Moema,kitnet,1,1,1,44.1,6837
Vila Mariana,kitnet,1,2,1,85.5,5854
Pinheiros,casa,3,2,1,61.2,6770
Tatuapé,apto,1,2,2,80.9,6435
Moema,apto,1,2,2,75.8,7677
Moema,apto,2,2,0,34.7,6280
Vila Mariana,kitnet,1,1,1,71.0,6089
Butantã,apto,1,2,2,80.1,6233
Tatuapé,apto,3,2,0,59.6,4683
Moema,kitnet,2,2,2,55.1,8760
Vila Mariana,kitnet,3,2,1,28.6,5729
Itaim Bibi,kitnet,2,1,1,73.7,9070
Butantã,apto,2,2,0,64.2,4258
Pinheiros,casa,1,2,2,41.6,6001
Butantã,apto,2,2,1,53.5,5156
Itaim Bibi,kitnet,1,2,1,63.1,5513
Pinheiros,apto,3,2,1,48.8,7591
Itaim Bibi,kitnet,1,1,0,60.1,4762
Pinheiros,casa,1,1,2,25.0,4617
Pinheiros,kitnet,2,2,0,87.0,8093
Pinheiros,casa,2,2,0,60.3,5986
Moema,apto,1,1,2,38.0,5317
Tatuapé,kitnet,2,2,0,20.0,4440
Moema,casa,1,1,2,80.6,7118
Pinheiros,casa,3,1,1,71.2,7011
Vila Mariana,casa,2,2,2,64.2,7746
Butantã,casa,3,1,0,77.3,5084
Butantã,casa,3,1,2,77.2,6249
Itaim Bibi,apto,2,1,0,63.9,7810
Pinheiros,apto,3,1,2,54.9,6162
Itaim Bibi,apto,1,1,1,51.7,7770
Itaim Bibi,apto,3,1,0,68.4,7779
Tatuapé,kitnet,2,1,1,87.9,6438
Pinheiros,apto,3,1,0,57.9,7336
Butantã,apto,1,1,0,89.5,4864
Moema,apto,1,2,2,67.5,6941
Pinheiros,kitnet,3,2,1,67.6,7594
Vila Mariana,casa,2,1,2,108.1,8213
Moema,apto,1,1,2,93.1,6902
Pinheiros,casa,2,2,1,93.6,6745
Vila Mariana,apto,1,1,1,44.0,5909
Moema,apto,2,1,0,103.8,7527
Butantã,apto,3,2,0,58.4,6134
Pinheiros,kitnet,3,2,2,55.5,7402
Tatuapé,apto,2,1,0,20.0,3274
Butantã,casa,2,2,1,66.5,6840
Itaim Bibi,kitnet,3,1,0,38.3,6982
Butantã,kitnet,1,1,2,68.2,4659
Vila Mariana,casa,1,2,1,36.8,4687
Itaim Bibi,apto,1,2,1,96.0,7676
Butantã,casa,3,2,2,71.0,6295
Vila Mariana,apto,2,1,0,105.6,6568
Moema,casa,1,2,0,39.5,7217
Tatuapé,apto,1,2,1,91.0,6099
Moema,casa,1,1,0,23.9,4742
Vila Mariana,casa,3,2,0,64.2,7610
Butantã,kitnet,2,1,0,47.4,3151
Butantã,casa,1,1,2,51.0,5532
Moema,kitnet,1,2,0,49.7,7226
Itaim Bibi,casa,2,2,0,41.7,8640
Moema,kitnet,2,2,2,34.8,7853
Itaim Bibi,casa,3,1,0,51.2,7784
Tatuapé,kitnet,1,2,0,62.3,5403
Moema,casa,1,1,1,83.3,6598
Pinheiros,kitnet,1,2,0,65.9,5561
Tatuapé,casa,2,1,2,83.3,5849
Vila Mariana,casa,3,1,1,30.4,6808
Vila Mariana,casa,2,2,2,51.3,5656
Vila Mariana,kitnet,1,1,0,74.2,4557
Butantã,casa,2,1,1,66.9,5495
Pinheiros,apto,2,2,0,42.8,6457
Itaim Bibi,kitnet,1,1,0,78.7,6298
Butantã,kitnet,3,2,1,49.4,6418
Pinheiros,apto,2,1,2,44.5,7228
Tatuapé,kitnet,1,1,0,69.7,5153
Tatuapé,casa,2,1,2,60.1,5486
Moema,apto,3,2,0,49.5,7514
Itaim Bibi,casa,3,1,0,48.9,8754
Moema,kitnet,1,1,1,38.6,5770
Moema,apto,3,2,1,52.1,8715
Moema,kitnet,2,2,1,82.0,9727
Itaim Bibi,casa,2,1,2,64.9,8415
Tatuapé,apto,1,1,0,79.2,3677
Moema,casa,3,1,2,70.3,7418
Butantã,casa,3,2,2,47.8,5895
Itaim Bibi,kitnet,1,1,2,27.0,6478
Butantã,kitnet,2,1,0,41.5,4600
Itaim Bibi,apto,3,1,1,46.6,9363
Moema,kitnet,2,2,2,45.0,7699
Itaim Bibi,casa,1,1,2,79.6,7227
Vila Mariana,apto,3,2,2,79.4,6976
Vila Mariana,kitnet,1,1,2,104.2,7771
Moema,casa,2,1,1,44.7,6637
Butantã,casa,2,2,0,91.9,4954
Tatuapé,kitnet,3,2,0,91.8,6673
Moema,apto,2,2,0,55.4,6264
Moema,apto,3,2,2,69.5,8444
Vila Mariana,kitnet,3,1,0,84.8,7049
Tatuapé,apto,3,2,1,58.8,5241
Moema,apto,3,1,2,57.3,7628
Tatuapé,apto,3,1,0,47.5,4328
Moema,kitnet,3,2,1,20.0,6426
Vila Mariana,apto,3,2,1,61.4,6236
Butantã,apto,2,2,2,45.8,4988
Moema,casa,1,2,1,38.5,5439
Pinheiros,apto,1,1,1,68.4,6323
Moema,casa,3,2,2,31.0,7790
Tatuapé,casa,1,1,2,76.1,5939
Pinheiros,casa,3,1,2,69.7,9100
Vila Mariana,casa,3,2,2,52.0,7602
Pinheiros,kitnet,2,2,2,58.7,7322
Tatuapé,casa,3,1,2,36.2,5778
Itaim Bibi,casa,1,1,2,75.0,7723
Butantã,apto,2,1,0,63.7,4953
Moema,apto,3,1,1,65.2,7934
Butantã,apto,3,1,0,70.0,4984
Vila Mariana,apto,1,1,1,47.2,5486
Itaim Bibi,apto,3,2,1,29.6,7464
Tatuapé,apto,2,1,2,79.1,6934
Itaim Bibi,apto,3,2,1,73.8,9545
Itaim Bibi,apto,2,1,2,49.3,6778
Tatuapé,casa,2,2,2,68.2,6843
Vila Mariana,apto,1,1,2,85.2,4206
Tatuapé,apto,2,1,0,82.8,6827
Itaim Bibi,apto,3,2,2,48.7,7291
Butantã,apto,3,1,0,30.2,5003
Butantã,apto,1,2,1,33.7,4352
Vila Mariana,casa,1,2,1,53.8,6312
Tatuapé,casa,3,1,0,89.2,5914
Pinheiros,kitnet,2,1,2,45.4,4447
Itaim Bibi,casa,3,2,2,48.1,8080
Butantã,casa,1,1,1,47.7,3855
Pinheiros,kitnet,2,2,0,49.4,4442
Tatuapé,apto,1,2,0,59.8,4330
Butantã,kitnet,3,2,0,34.4,4271
Butantã,kitnet,3,2,2,81.7,7670
Moema,casa,1,2,1,57.1,6516
Pinheiros,kitnet,1,1,0,109.6,8356
Butantã,apto,3,2,1,36.5,5291
Butantã,kitnet,1,1,2,91.8,5998
Tatuapé,casa,3,2,1,87.8,6664
Butantã,apto,3,1,1,51.8,4254
Pinheiros,apto,1,2,0,52.1,5299
Tatuapé,kitnet,1,2,2,41.6,4950
Pinheiros,casa,3,2,0,41.8,7036
Butantã,apto,1,1,2,60.0,4465
Itaim Bibi,casa,2,1,0,60.4,5847
Butantã,kitnet,1,2,0,28.0,4054
Tatuapé,casa,2,2,1,105.9,7012
Pinheiros,apto,2,2,0,54.8,6919
Pinheiros,apto,3,2,0,61.3,6920
Moema,apto,3,1,0,47.5,5777
Itaim Bibi,kitnet,2,2,2,54.7,8267
Pinheiros,kitnet,2,2,2,52.8,6778
Butantã,kitnet,2,2,0,59.9,6312
Vila Mariana,casa,3,1,1,59.7,6614
Moema,kitnet,1,1,1,76.1,6847
Vila Mariana,casa,1,1,1,64.5,5670
Moema,casa,2,1,1,74.1,7045
Moema,apto,3,2,2,59.8,7978
Pinheiros,casa,3,2,1,64.6,7460
Tatuapé,casa,1,2,1,55.2,3719
Itaim Bibi,apto,1,2,2,80.1,7719
Butantã,casa,2,2,1,66.5,7245
Vila Mariana,kitnet,2,2,0,56.8,6739
Butantã,casa,2,2,0,56.2,5334
Butantã,casa,1,2,1,57.8,5976
Butantã,apto,3,1,0,60.6,4858
Moema,apto,3,2,2,58.9,10459
Butantã,apto,3,2,1,48.8,5496
Tatuapé,apto,2,2,0,75.3,7062
Pinheiros,kitnet,1,2,1,76.6,8096
Vila Mariana,kitnet,2,1,2,95.7,5868
Itaim Bibi,casa,1,2,2,47.9,8111
Pinheiros,casa,1,2,2,73.3,6473
Moema,casa,2,1,2,21.8,5800
Itaim Bibi,casa,2,1,1,76.6,8217
Pinheiros,casa,1,2,2,30.9,4620
Moema,casa,3,2,2,40.3,8311
Vila Mariana,kitnet,1,2,1,66.6,5047
Tatuapé,casa,2,1,1,47.6,4669
Vila Mariana,casa,2,2,2,44.8,7213
Butantã,casa,2,2,1,50.3,5518
Pinheiros,apto,3,2,0,74.6,7250
Butantã,apto,3,1,0,41.3,5373
Itaim Bibi,apto,3,1,1,58.9,6842
Butantã,casa,2,1,0,52.4,3902
Butantã,kitnet,1,2,0,76.4,4648
Vila Mariana,kitnet,2,2,0,77.0,7138
Butantã,kitnet,2,1,1,23.3,4323
Tatuapé,apto,2,2,1,80.9,6355
Butantã,kitnet,2,2,1,47.8,5112
Butantã,kitnet,1,1,1,64.7,3911
Tatuapé,casa,2,2,2,41.2,6227
Moema,apto,3,2,0,67.4,7564
Pinheiros,casa,2,1,1,111.0,8166
Pinheiros,kitnet,3,1,1,62.5,6987
Moema,kitnet,3,1,0,50.8,7674
Itaim Bibi,casa,3,1,0,55.4,7076
Tatuapé,casa,1,1,0,30.6,3861
Moema,casa,3,1,0,89.0,9472
Vila Mariana,apto,2,2,0,66.3,6981
Tatuapé,casa,2,2,0,39.0,4497
Tatuapé,apto,2,1,0,39.7,3642
Butantã,kitnet,1,2,2,60.3,7367
Itaim Bibi,kitnet,3,1,2,78.6,8066
Tatuapé,casa,2,2,1,37.0,5314
Butantã,casa,3,2,0,82.3,6834
Moema,kitnet,3,2,2,58.2,8395
Butantã,casa,2,1,0,41.4,4390
Moema,kitnet,3,2,0,50.6,7211
Pinheiros,casa,2,2,1,95.0,8091
Moema,apto,2,2,1,32.2,6921
Pinheiros,apto,3,1,0,45.4,8403
Pinheiros,apto,3,2,2,79.1,9128
Butantã,casa,3,1,0,64.3,6043
Itaim Bibi,casa,3,1,0,44.2,7686
Vila Mariana,casa,2,1,1,79.3,7951
Butantã,apto,3,1,1,80.2,5631
Pinheiros,kitnet,1,1,2,66.6,5953
Vila Mariana,casa,3,1,0,47.8,4407
Itaim Bibi,kitnet,2,2,1,50.8,7872
Vila Mariana,casa,2,2,0,65.7,6849
Itaim Bibi,casa,3,1,0,33.8,6116
Butantã,casa,1,2,1,86.6,6745
Pinheiros,apto,3,2,2,94.0,8145
Pinheiros,apto,2,1,0,55.3,5584
Butantã,casa,2,1,2,67.1,5709
Tatuapé,kitnet,1,2,1,83.7,6587
Tatuapé,apto,2,1,1,99.1,5387
Moema,casa,3,2,2,91.1,9667
Moema,kitnet,1,2,0,25.3,6079
Itaim Bibi,kitnet,2,1,0,53.7,7265
Tatuapé,casa,3,1,2,70.0,6685
Pinheiros,apto,2,1,0,50.1,6313
Tatuapé,apto,2,2,2,95.7,6226
Itaim Bibi,casa,2,1,2,92.6,9928
Pinheiros,kitnet,1,2,2,43.7,5722
Moema,apto,2,1,1,56.8,6807
Itaim Bibi,kitnet,3,2,1,45.0,9028
Tatuapé,kitnet,2,2,2,56.1,4978
Pinheiros,apto,2,1,0,55.5,6121
Pinheiros,casa,1,2,0,79.1,5694
Tatuapé,apto,3,1,1,42.2,7082
Moema,kitnet,3,1,1,20.0,8447
Butantã,casa,3,2,2,27.9,5449
Tatuapé,apto,2,1,2,39.4,4999
Butantã,apto,2,1,1,46.9,4711
Vila Mariana,casa,2,1,0,63.7,5433
Moema,apto,1,2,0,38.4,5948
Pinheiros,apto,1,1,2,35.8,5141
Tatuapé,apto,2,1,1,41.4,3126
Vila Mariana,casa,2,1,1,37.7,5441
Moema,kitnet,1,1,1,48.9,6033
Moema,casa,3,2,2,48.1,8391
Vila Mariana,apto,2,2,0,73.8,6351
Pinheiros,casa,3,2,0,40.2,6218
Tatuapé,kitnet,1,1,2,52.8,4985
Butantã,apto,1,2,1,49.1,4899
Vila Mariana,apto,1,1,2,76.2,7102
Moema,apto,3,1,0,56.9,7803
Vila Mariana,kitnet,1,1,0,81.0,5372
Itaim Bibi,apto,3,2,2,37.0,8502
Moema,casa,3,1,2,59.0,6486
Butantã,kitnet,1,1,0,48.5,5437
Vila Mariana,casa,2,2,2,35.5,6084
Pinheiros,casa,1,1,0,58.6,7007
Tatuapé,apto,2,2,0,94.7,5344
Tatuapé,apto,1,2,2,42.9,3494
Butantã,apto,3,1,0,57.5,5716
Butantã,kitnet,3,2,0,33.8,5403
Butantã,apto,1,2,0,30.8,3895
Tatuapé,apto,1,1,1,44.3,3876
Moema,kitnet,3,1,0,51.0,6728
Moema,casa,2,1,0,51.9,5368
Pinheiros,casa,2,1,0,55.5,6091
Moema,kitnet,3,2,1,27.0,6185
Moema,casa,1,1,1,47.5,4923
Pinheiros,kitnet,3,2,0,70.0,7097
Vila Mariana,casa,2,2,1,32.8,5830
Tatuapé,kitnet,2,2,1,52.9,6677
Moema,kitnet,2,1,1,65.9,8059
Butantã,casa,3,1,1,44.4,6477
Moema,apto,2,1,0,66.8,7528
Butantã,kitnet,1,1,1,29.6,3781
Tatuapé,apto,1,2,2,77.8,7438
Pinheiros,apto,3,1,0,67.3,5861
Vila Mariana,casa,2,2,0,61.1,5703
Itaim Bibi,kitnet,1,1,0,82.5,6707
Tatuapé,apto,1,1,2,53.4,5017
Vila Mariana,kitnet,1,2,2,47.6,4746
Tatuapé,kitnet,3,2,2,87.5,7734
Butantã,kitnet,3,2,0,96.8,7468
Moema,casa,2,2,1,46.1,7735
Pinheiros,apto,1,1,0,57.7,5868
Vila Mariana,casa,2,1,2,80.9,8058
Butantã,apto,1,2,1,58.4,4714
Itaim Bibi,kitnet,2,1,1,71.9,8081
Butantã,casa,2,2,1,75.6,5379
Butantã,casa,3,2,2,48.8,5391
Pinheiros,casa,1,2,2,68.4,7963
Vila Mariana,kitnet,1,1,2,59.9,4847
Pinheiros,casa,1,1,1,35.7,5383
Pinheiros,kitnet,2,1,2,40.2,6431
Butantã,kitnet,2,1,2,47.0,5949
Butantã,kitnet,1,2,1,78.6,4031
Pinheiros,casa,3,1,2,79.2,8590
Itaim Bibi,kitnet,2,2,2,75.0,8404
Tatuapé,apto,3,1,2,68.8,5684
Pinheiros,apto,2,2,0,68.3,6447
Butantã,casa,1,1,2,65.6,5696
Butantã,kitnet,1,2,1,68.2,5630
Tatuapé,apto,2,1,0,69.5,4783
Itaim Bibi,casa,2,2,1,31.9,5946
Moema,apto,3,1,2,44.2,6771
Itaim Bibi,casa,3,1,2,39.4,8285
Moema,apto,1,1,2,82.1,6342
Butantã,kitnet,1,1,2,93.1,5598
Pinheiros,kitnet,1,2,1,20.0,6945
Vila Mariana,kitnet,1,1,2,91.3,6807
Butantã,kitnet,1,2,0,61.7,5146
Vila Mariana,apto,1,2,0,80.3,5059
Vila Mariana,casa,2,1,0,70.1,4922
Itaim Bibi,apto,1,1,2,88.8,8401
Vila Mariana,casa,1,2,1,64.2,5500
Tatuapé,casa,1,2,2,32.7,5021
Vila Mariana,kitnet,3,1,1,57.9,6651
Vila Mariana,apto,2,2,1,70.3,9454
Butantã,kitnet,3,1,2,55.7,5593
Vila Mariana,casa,1,1,1,73.2,5906
Pinheiros,kitnet,1,2,1,58.7,5325
Itaim Bibi,casa,2,2,0,48.1,7948
Butantã,casa,2,1,1,38.3,4881
Pinheiros,kitnet,1,2,0,52.2,4776
Itaim Bibi,kitnet,1,1,0,64.1,6249
Tatuapé,apto,2,2,0,20.8,5002
Itaim Bibi,casa,1,1,0,44.4,6913
Pinheiros,apto,2,1,0,20.1,3750
Butantã,casa,3,2,0,47.7,5237
Tatuapé,kitnet,2,1,0,83.9,6856
Butantã,kitnet,2,2,2,36.3,5035
Moema,apto,2,2,0,74.1,7849
Butantã,casa,3,1,1,117.0,8411
Tatuapé,casa,2,2,0,89.1,4886
Pinheiros,casa,2,1,2,62.7,6008
Butantã,apto,3,2,0,77.2,6236
Itaim Bibi,apto,1,1,2,32.6,7122
Vila Mariana,casa,1,2,1,28.5,5552
Tatuapé,casa,2,2,2,60.6,6273
Moema,kitnet,1,2,1,68.0,7008
Tatuapé,casa,1,1,1,81.9,5840
Butantã,casa,1,1,2,48.6,4317
Butantã,casa,3,2,2,63.9,7158
Vila Mariana,kitnet,2,2,1,63.2,7205
Butantã,casa,3,2,2,57.4,7859
Moema,casa,1,1,2,58.6,6691
Itaim Bibi,apto,2,1,2,42.9,6877
Itaim Bibi,kitnet,2,2,2,65.6,9284
Moema,kitnet,2,2,0,63.9,8495
Moema,apto,3,1,1,51.2,7181
Moema,casa,3,1,1,73.3,7395
Butantã,apto,2,1,2,80.6,7072
Moema,kitnet,3,1,0,73.5,6673
Vila Mariana,apto,1,2,2,39.2,4000
Moema,apto,1,1,0,62.0,6025
Vila Mariana,apto,3,2,1,41.8,6535
Moema,casa,1,1,2,61.9,5910
Pinheiros,apto,1,1,0,41.8,4933
Pinheiros,casa,1,2,2,85.5,7279
Itaim Bibi,kitnet,1,2,2,75.7,7386
Pinheiros,kitnet,2,2,0,83.1,8719
Tatuapé,apto,1,2,0,81.0,5275
Itaim Bibi,apto,2,1,0,54.6,7740
Itaim Bibi,apto,3,2,2,51.5,7280
Moema,kitnet,1,1,2,94.8,6573
Vila Mariana,casa,3,2,1,56.7,7269
Butantã,casa,2,2,0,32.9,5871
Butantã,kitnet,2,2,0,80.1,4997
Tatuapé,casa,2,1,0,62.9,4801
Pinheiros,apto,1,1,1,90.1,5515
Pinheiros,casa,1,1,2,64.9,5471
Vila Mariana,kitnet,2,2,0,59.6,6142
Pinheiros,apto,3,2,2,90.5,8222
Butantã,casa,2,2,0,29.2,3233
Vila Mariana,casa,2,2,1,48.3,4886
Vila Mariana,apto,2,1,2,42.3,4159
Butantã,apto,2,2,1,20.0,4681
Itaim Bibi,casa,1,2,1,77.5,8002
Vila Mariana,casa,2,1,1,48.9,6040
Moema,apto,3,2,1,78.1,8016
Tatuapé,casa,1,1,0,67.8,4938
Tatuapé,casa,3,2,0,72.1,6630
Butantã,casa,3,1,2,50.9,5833
Butantã,kitnet,1,1,2,44.7,4116
Butantã,apto,2,2,2,61.8,5335
Pinheiros,casa,3,2,0,78.4,7805
Vila Mariana,apto,2,1,0,59.0,6864
Tatuapé,kitnet,3,1,0,46.0,5789
Pinheiros,apto,3,1,0,36.0,5776
Moema,kitnet,2,1,1,64.1,7653
Pinheiros,apto,3,1,0,48.9,5486
Butantã,apto,3,1,2,58.6,6641
Pinheiros,casa,3,2,0,55.2,6292
Pinheiros,kitnet,3,2,1,51.1,7686
Vila Mariana,apto,1,2,0,65.9,7852
Pinheiros,apto,1,1,1,71.1,5477
Tatuapé,kitnet,1,2,0,99.3,7817
Moema,apto,1,2,1,75.2,7647
Butantã,apto,3,1,2,91.9,6457
Vila Mariana,kitnet,2,2,2,43.6,5472
Tatuapé,apto,2,2,0,28.0,5931
Tatuapé,kitnet,1,1,1,59.7,4586
Tatuapé,kitnet,3,1,2,77.2,5962
Itaim Bibi,kitnet,2,1,1,74.0,7558
Vila Mariana,apto,3,1,1,84.2,7671
Tatuapé,apto,1,1,1,20.0,2993
Itaim Bibi,casa,1,1,2,85.1,7929
Butantã,casa,1,1,1,66.7,6020
Tatuapé,kitnet,1,2,2,29.1,3071
Tatuapé,casa,3,1,2,74.5,6850
Butantã,kitnet,2,1,1,63.4,5143
Tatuapé,kitnet,2,1,0,67.6,4430
Butantã,kitnet,1,2,0,80.0,5957
Pinheiros,apto,1,2,1,68.6,5089
Moema,apto,3,1,2,30.5,5323
Pinheiros,apto,3,2,1,57.1,7494
Pinheiros,casa,3,1,0,27.6,5619
Moema,apto,3,1,2,73.0,7407
Vila Mariana,kitnet,2,2,0,88.0,5470
Moema,apto,1,2,1,35.2,7600
Moema,kitnet,3,2,0,46.6,7868
Tatuapé,kitnet,3,2,0,42.4,5186
Butantã,apto,2,1,2,50.9,6884
Butantã,apto,1,2,2,68.2,6165
Moema,casa,3,2,0,51.1,9050
Vila Mariana,casa,3,1,0,73.1,5748
Itaim Bibi,apto,1,1,1,81.3,6265
Pinheiros,casa,1,2,2,82.0,7455
Tatuapé,apto,3,1,1,37.6,5261
Moema,apto,1,1,2,87.7,8531
Vila Mariana,kitnet,3,2,1,89.3,6575
Tatuapé,kitnet,3,1,1,91.1,7094
Vila Mariana,apto,1,2,0,56.8,5997
Vila Mariana,kitnet,1,2,2,45.0,6198
Tatuapé,casa,2,1,2,40.3,4284
Vila Mariana,casa,2,1,0,38.0,5354
Itaim Bibi,apto,3,1,2,60.2,7686
Pinheiros,casa,2,2,2,77.0,7274
Moema,casa,1,2,1,86.1,6750
Itaim Bibi,casa,3,1,2,50.3,7402
Vila Mariana,apto,3,1,1,59.2,6384
Itaim Bibi,apto,2,2,0,57.9,6945
Itaim Bibi,casa,3,2,2,47.3,7712
Butantã,apto,3,2,0,74.7,5302
Vila Mariana,apto,3,2,2,67.3,9087
Itaim Bibi,casa,3,1,0,62.8,7385
Butantã,kitnet,2,2,1,67.2,5979
Itaim Bibi,casa,1,2,2,72.3,6262
Vila Mariana,apto,2,1,1,72.1,7349
Itaim Bibi,kitnet,3,2,2,43.2,8331
Pinheiros,casa,3,2,0,77.9,7283
Tatuapé,kitnet,3,2,0,65.1,5505
Moema,apto,2,1,0,51.3,7235
Tatuapé,casa,2,1,0,64.7,2378
Tatuapé,apto,1,1,0,66.9,3447
Pinheiros,casa,1,2,1,81.6,6554
Tatuapé,apto,1,1,0,39.1,3168
Butantã,kitnet,3,1,2,86.5,8899
Moema,apto,3,1,0,60.5,7244
Vila Mariana,casa,1,1,2,49.9,5988
Butantã,apto,2,2,2,49.3,6927
Pinheiros,kitnet,2,2,2,40.0,6936
Moema,casa,1,2,2,25.2,5516
Tatuapé,kitnet,2,1,2,73.5,4579
Moema,casa,2,2,2,99.6,9585
Butantã,casa,3,2,1,27.6,6545
Moema,apto,3,2,1,41.0,8067
Butantã,casa,1,2,1,75.0,6238
Pinheiros,casa,2,2,1,59.1,8746
Itaim Bibi,apto,3,1,1,76.7,9171
Tatuapé,casa,3,2,0,58.0,4758
Vila Mariana,apto,3,2,2,48.4,6992
Vila Mariana,apto,3,2,2,55.5,8261
Itaim Bibi,apto,1,1,2,20.0,5501
Tatuapé,casa,3,2,0,37.1,6218
Tatuapé,apto,3,2,2,79.0,6815
Pinheiros,apto,3,2,1,83.8,8383
Tatuapé,casa,3,2,0,88.1,6263
Butantã,apto,1,1,2,68.8,5092
Pinheiros,apto,1,2,2,20.0,5270
Moema,casa,2,2,2,47.3,6132
Moema,apto,2,1,1,86.5,7542
Butantã,kitnet,1,1,0,92.5,4087
Vila Mariana,casa,1,1,0,87.3,5392
Moema,kitnet,3,1,2,55.3,7322
Itaim Bibi,kitnet,2,1,2,33.9,7626
Pinheiros,kitnet,1,2,0,59.2,6494
Itaim Bibi,casa,2,2,2,60.3,8457
Itaim Bibi,casa,2,1,0,91.3,6925
Itaim Bibi,kitnet,1,2,2,64.6,7358
Tatuapé,apto,3,1,0,60.3,4232
Itaim Bibi,kitnet,2,2,2,61.5,7926
Itaim Bibi,apto,1,1,0,68.0,7058
Butantã,apto,1,1,1,72.5,5570
Moema,apto,3,1,2,45.5,8044
Moema,apto,1,2,2,38.8,7472
Tatuapé,apto,1,2,1,87.4,5630
Vila Mariana,kitnet,2,1,2,27.2,5029
Butantã,apto,2,2,0,92.8,6882
Itaim Bibi,kitnet,1,1,1,21.8,6179
Tatuapé,casa,2,1,2,48.3,4430
Vila Mariana,kitnet,1,1,0,79.4,5786
Moema,casa,2,2,1,60.0,7265
